id,year,gender,jobtenure,pos,procjust,valuefit,sickdays,jobsat,distjust,jobstrain,perf,training,pos_l1,perf_l1,procjust_l1,valuefit_l1,sickdays_l1,jobsat_l1,distjust_l1,jobstrain_l1,training_l1
1,2014,1,8,2.25,3.25,3.6700001,0,1.8200002,4,1.67,2,0,,,,,,,,,
1,2015,1,9,2.5,4,2.6700001,0,1.8000002,3,3.6700001,1.1,0,2.25,1,3.25,3.6700001,0,1.8200002,4,1.67,0
1,2016,1,10,2.75,3,3.3299999,0,2.4000001,2.3299999,3.3299999,1.9,0,2.5,1,4,2.6700001,0,1.8000002,3,3.6700001,0
2,2014,2,15,2.25,3,3.6700001,0,2.8200002,4,3.6700001,4.8000002,1,,,,,,,,,
2,2015,2,16,3,3,3.6700001,2,1.6999998,4.6700001,4.3299999,1.6,0,2.25,4,3,3.6700001,0,2.8200002,4,3.6700001,1
2,2016,2,17,2.75,2.25,4.3299999,0,2.4000001,3.6700001,3.6700001,3.9000001,1,3,1,3,3.6700001,2,1.6999998,4.6700001,4.3299999,0
3,2014,1,20,2.75,2.75,2.6700001,0,3.73,5,2,5.0999999,1,,,,,,,,,
3,2015,1,21,1.75,3.25,3.6700001,0,2.6999998,5,3.3299999,4.5,1,2.75,5,2.75,2.6700001,0,3.73,5,2,1
3,2016,1,22,1.5,3.25,3,2,3.9000001,5,3.3299999,3.3,1,1.75,4,3.25,3.6700001,0,2.6999998,5,3.3299999,1
4,2014,1,4,3.5,3.25,4.6700001,0,2.73,4,2,4.8000002,1,,,,,,,,,
4,2015,1,5,2.75,3,4.6700001,0,1.4000001,4,2.3299999,3.0999999,0,3.5,4,3.25,4.6700001,0,2.73,4,2,1
4,2016,1,6,2.75,3.5,4.3299999,3,2.5,3.6700001,2.6700001,3.7,0,2.75,3,3,4.6700001,0,1.4000001,4,2.3299999,0
5,2014,1,8,4.25,5,4.3299999,0,.17999983,3,1.33,3,0,,,,,,,,,
5,2015,1,9,3.75,5,5,0,1.3999996,3,2.3299999,2.2,0,4.25,3,5,4.3299999,0,.17999983,3,1.33,0
5,2016,1,10,3.25,3.5,4.3299999,0,1.8000002,2.6700001,2.3299999,3.0999999,0,3.75,2,5,5,0,1.3999996,3,2.3299999,0
6,2014,2,6,3.5,4,4,0,1.4499998,3,4,5.9000001,1,,,,,,,,,
6,2015,2,7,3.5,3,3.3299999,0,1.4000001,3,5,4.4000001,1,3.5,5,4,4,0,1.4499998,3,4,1
6,2016,2,8,3.25,3,3,0,.5999999,2,3.3299999,5.4000001,1,3.5,4,3,3.3299999,0,1.4000001,3,5,1
7,2014,1,4,1.5,3.25,3.6700001,0,2.73,4.6700001,3.6700001,3.8,1,,,,,,,,,
7,2015,1,5,2.5,4,4.3299999,2,1.6999998,5.3299999,3.6700001,3.7,0,1.5,3,3.25,3.6700001,0,2.73,4.6700001,3.6700001,1
7,2016,1,6,2.5,4.5,4,0,2.4000001,5,4.3299999,3.9000001,1,2.5,3,4,4.3299999,2,1.6999998,5.3299999,3.6700001,0
8,2014,1,7,4.25,4.5,4.6700001,0,.26999998,2,1,2.4000001,0,,,,,,,,,
8,2015,1,8,3.75,4,4.6700001,1,1.5,3.0599999,2.3299999,2.2,0,4.25,2,4.5,4.6700001,0,.26999998,2,1,0
8,2016,1,9,4.5,4.25,4.6700001,0,.099999905,2.6700001,2,4.3000002,1,3.75,2,4,4.6700001,1,1.5,3.0599999,2.3299999,0
11,2014,2,2,3,2.25,3,0,2.27,4.3299999,3.6700001,5.5,0,,,,,,,,,
11,2015,2,3,3.25,1.75,3.6700001,0,1,4.3299999,4.5999999,5.1999998,1,3,5,2.25,3,0,2.27,4.3299999,3.6700001,0
11,2016,2,4,3.75,1.75,4,9,2.0999999,5,4,5.0999999,1,3.25,5,1.75,3.6700001,0,1,4.3299999,4.5999999,1
12,2014,1,6,5,5,5,0,0,2,1,2.5,0,,,,,,,,,
12,2015,1,7,4.25,4,3.6700001,0,1.3000002,3.3299999,2.6700001,2.2,1,5,2,5,5,0,0,2,1,0
12,2016,1,8,3.75,3.5,4.3299999,1,2.1999998,3.3299999,2.3299999,3.7,0,4.25,2,4,3.6700001,0,1.3000002,3.3299999,2.6700001,1
13,2014,1,10,1,1.5,3,0,4.4499998,6,5,4.0999999,0,,,,,,,,,
13,2015,1,11,1.5,1,2.3299999,0,3.3,6,5,4.1999998,0,1,4,1.5,3,0,4.4499998,6,5,0
13,2016,1,12,2,2.25,2.6700001,2,5.3000002,5,5,3.3,0,1.5,4,1,2.3299999,0,3.3,6,5,0
14,2014,2,13,3.5,3.75,3.6700001,5,.73000002,3,2,4.5999999,1,,,,,,,,,
14,2015,2,14,3.25,4.5,3,13,1.9000001,2,1.67,5.6999998,1,3.5,4,3.75,3.6700001,5,.73000002,3,2,1
14,2016,2,15,3.25,4.5,2.3299999,0,.5999999,2,1.33,5,1,3.25,5,4.5,3,13,1.9000001,2,1.67,1
15,2014,1,6,4.25,3.75,4,0,1,4,3,4.0999999,1,,,,,,,,,
15,2015,1,7,4,3,3,0,2.4000001,3.6700001,3,4.5999999,1,4.25,4,3.75,4,0,1,4,3,1
15,2016,1,8,3.5,2.5,3.6700001,0,1.8000002,3.6700001,3.3299999,5.4000001,0,4,4,3,3,0,2.4000001,3.6700001,3,1
16,2014,1,7,3.5,4,3.3299999,0,1,3,4,2.9000001,1,,,,,,,,,
16,2015,1,8,3.75,4.5,3.6700001,17,2.4000001,3,3.3299999,3,1,3.5,2,4,3.3299999,0,1,3,4,1
16,2016,1,9,4.5,3.25,2.6700001,0,1.0999999,3.6700001,4,4.3000002,1,3.75,2,4.5,3.6700001,17,2.4000001,3,3.3299999,1
17,2014,1,16,3,3.5,3,3,2.27,4,3.3299999,5,1,,,,,,,,,
17,2015,1,17,3.5,4,3.6700001,0,1.0999999,3.3299999,5,4.5,1,3,5,3.5,3,3,2.27,4,3.3299999,1
17,2016,1,18,3.25,4.75,4.6700001,0,2,3.6700001,3.3299999,5.5999999,1,3.5,4,4,3.6700001,0,1.0999999,3.3299999,5,1
18,2014,1,20,3.5,4,4,0,1.1799998,3,1,1.3,1,,,,,,,,,
18,2015,1,21,3.25,4.5,3.6700001,1,1.1999998,2.3299999,4,2.5,1,3.5,1,4,4,0,1.1799998,3,1,1
18,2016,1,22,3.75,4.5,4.3299999,1,.30000019,3.3299999,4.6700001,3.2,0,3.25,2,4.5,3.6700001,1,1.1999998,2.3299999,4,1
19,2014,2,8,4,4,4,28,1.1799998,3,2,5.9000001,1,,,,,,,,,
19,2015,2,9,3.25,3.75,4,0,1.0999999,3.6700001,2.3299999,3.5999999,0,4,5,4,4,28,1.1799998,3,2,1
19,2016,2,10,3.25,3.5,4,0,.5,3,3,3.9000001,1,3.25,3,3.75,4,0,1.0999999,3.6700001,2.3299999,0
20,2014,1,1,4.5,4.25,5,0,.90999985,5,1.67,3.0999999,0,,,,,,,,,
20,2015,1,2,4.5,3.5,3.6700001,0,2.3000002,4,1.33,3.2,0,4.5,3,4.25,5,0,.90999985,5,1.67,0
20,2016,1,3,4.5,3,4.6700001,6,1.8000002,4.6700001,2,3.5999999,0,4.5,3,3.5,3.6700001,0,2.3000002,4,1.33,0
21,2014,1,2,3.5,3.75,4,0,1,3.3299999,2,3.5,0,,,,,,,,,
21,2015,1,3,4.5,4.25,4.3299999,0,2.1999998,3.3299999,3.9400001,2.9000001,0,3.5,3,3.75,4,0,1,3.3299999,2,0
21,2016,1,4,4.5,4.75,4,2,1,3.3299999,4,3.7,0,4.5,2,4.25,4.3299999,0,2.1999998,3.3299999,3.9400001,0
22,2014,2,3,4,4,4,2,1.73,5,4.3299999,4.6999998,1,,,,,,,,,
22,2015,2,4,4,3.25,4,0,.5,5.6700001,4.5999999,3.9000001,0,4,4,4,4,2,1.73,5,4.3299999,1
22,2016,2,5,4.75,3.5,4,1,2.0999999,5,4,3.8,0,4,3,3.25,4,0,.5,5.6700001,4.5999999,0
23,2014,2,5,2.25,3.75,4.3299999,0,3.0899999,5,4,3.2,0,,,,,,,,,
23,2015,2,6,3,4.25,4,0,2,6,5,2.9000001,1,2.25,3,3.75,4.3299999,0,3.0899999,5,4,0
23,2016,2,7,3.75,3.25,5,3,3.9000001,4.3299999,4.3299999,3.0999999,0,3,2,4.25,4,0,2,6,5,1
24,2014,2,2,4,3.25,4,0,.82000017,4,2.3299999,4.8000002,1,,,,,,,,,
24,2015,2,3,4.25,3,4,0,2.1999998,2.6700001,3.3299999,4,1,4,4,3.25,4,0,.82000017,4,2.3299999,1
24,2016,2,4,4.75,2.25,4,1,.5999999,3.6700001,3.3299999,3.3,1,4.25,4,3,4,0,2.1999998,2.6700001,3.3299999,1
26,2014,1,1,3.75,3.5,3.6700001,0,.82000017,3.6700001,2,5.1999998,1,,,,,,,,,
26,2015,1,2,3.5,3.25,4.6700001,2,2.3000002,2.3299999,4.3299999,3.5999999,1,3.75,5,3.5,3.6700001,0,.82000017,3.6700001,2,1
26,2016,1,3,4,3.5,4.3299999,1,.19999981,3,4.3299999,4,1,3.5,3,3.25,4.6700001,2,2.3000002,2.3299999,4.3299999,1
28,2014,1,20,2.5,3.25,4,0,3.45,5,3.3299999,3.4000001,1,,,,,,,,,
28,2015,1,21,2.75,2.5,3.6700001,0,2.3000002,4,3.6700001,2.7,1,2.5,3,3.25,4,0,3.45,5,3.3299999,1
28,2016,1,22,2.75,2,3.6700001,0,4.0999999,4.6700001,4,2.2,0,2.75,2,2.5,3.6700001,0,2.3000002,4,3.6700001,1
29,2014,1,10,2,2.25,4,0,3,4.6700001,2,5.5,1,,,,,,,,,
29,2015,1,11,1.25,1.5,3.3299999,2,1.9000001,4.3299999,3.9400001,5,1,2,5,2.25,4,0,3,4.6700001,2,1
29,2016,1,12,2.75,2,2.3299999,2,2.3000002,5,3.3299999,3.5,0,1.25,4,1.5,3.3299999,2,1.9000001,4.3299999,3.9400001,1
30,2014,1,1,4,4,3.6700001,0,1.8200002,4.6700001,2.6700001,3.9000001,1,,,,,,,,,
30,2015,1,2,3.75,4.5,3,0,1.8000002,4.6700001,4.6700001,2.9000001,1,4,3,4,3.6700001,0,1.8200002,4.6700001,2.6700001,1
30,2016,1,3,3.75,3.75,3,9,1.1999998,4.6700001,5,4.4000001,1,3.75,2,4.5,3,0,1.8000002,4.6700001,4.6700001,1
31,2014,1,5,4,4,4,0,1.3600001,3,2,3.5,0,,,,,,,,,
31,2015,1,6,4.25,5,3.3299999,0,1.3000002,3.6700001,4.3299999,4.8000002,0,4,3,4,4,0,1.3600001,3,2,0
31,2016,1,7,5,3.5,3,5,.5999999,3.6700001,5,3.5,0,4.25,4,5,3.3299999,0,1.3000002,3.6700001,4.3299999,0
33,2014,2,20,3.5,4,3,2,1,3,2,3.9000001,0,,,,,,,,,
33,2015,2,21,4.25,5,3.3299999,3,2.3000002,2.3299999,3.6700001,4,1,3.5,3,4,3,2,1,3,2,0
33,2016,2,22,4.25,4.5,4,14,.80000019,2.3299999,3.6700001,3.2,0,4.25,4,5,3.3299999,3,2.3000002,2.3299999,3.6700001,1
34,2014,2,16,3.75,3.25,3,0,.44999981,4.6700001,3,5.0999999,1,,,,,,,,,
34,2015,2,17,3.25,3.5,3,0,1.9000001,4.3299999,5,4.4000001,1,3.75,5,3.25,3,0,.44999981,4.6700001,3,1
34,2016,2,18,2.75,2.75,4,0,1,5,4.3299999,5.4000001,1,3.25,4,3.5,3,0,1.9000001,4.3299999,5,1
35,2014,2,9,4.25,3.5,4,4,1,5,2.6700001,1.6,1,,,,,,,,,
35,2015,2,10,4.25,3.75,4.6700001,0,2.4000001,5,4.3299999,1.5,0,4.25,1,3.5,4,4,1,5,2.6700001,1
35,2016,2,11,4.25,3.25,4.3299999,10,1.4000001,4.3299999,4.3299999,1.1,1,4.25,1,3.75,4.6700001,0,2.4000001,5,4.3299999,0
40,2014,2,2,3.75,4.25,4,0,1.5500002,3.3299999,2,3.3,0,,,,,,,,,
40,2015,2,3,3.25,4.75,4.6700001,1,.4000001,3,3.9400001,3.2,1,3.75,3,4.25,4,0,1.5500002,3.3299999,2,0
40,2016,2,4,2.75,4,4,1,1,2,4,3,0,3.25,3,4.75,4.6700001,1,.4000001,3,3.9400001,1
44,2014,1,2,4,2.75,4.6700001,0,1.4499998,5,2.3299999,2.0999999,1,,,,,,,,,
44,2015,1,3,3.25,3.25,5,11,1.3000002,5,4.3299999,3.2,0,4,2,2.75,4.6700001,0,1.4499998,5,2.3299999,1
44,2016,1,4,2.75,3,4.3299999,20,2.0999999,5,4.6700001,3.8,0,3.25,3,3.25,5,11,1.3000002,5,4.3299999,0
45,2014,2,21,4,4,4,5,.82000017,3,2,4.0999999,0,,,,,,,,,
45,2015,2,22,3.5,3,4.6700001,1,2.0999999,2,3.6700001,3.4000001,1,4,4,4,4,5,.82000017,3,2,0
45,2016,2,23,3.25,3,3.6700001,0,1.1999998,3.6700001,4.3299999,4.6999998,1,3.5,3,3,4.6700001,1,2.0999999,2,3.6700001,1
46,2014,1,8,3.75,3,3.3299999,5,1.8200002,3.6700001,2.3299999,2.5999999,0,,,,,,,,,
46,2015,1,9,3.25,3.75,2.6700001,2,1.8000002,2.3299999,3.6700001,2.5,1,3.75,2,3,3.3299999,5,1.8200002,3.6700001,2.3299999,0
46,2016,1,10,3.5,4.25,3,0,1.4000001,3,3.6700001,1.4,1,3.25,2,3.75,2.6700001,2,1.8000002,2.3299999,3.6700001,1
47,2014,1,26,3.75,4.5,5,0,.82000017,3.6700001,4,3.2,0,,,,,,,,,
47,2015,1,27,3.5,3.25,3.6700001,0,2.1999998,4,5,3.5999999,0,3.75,3,4.5,5,0,.82000017,3.6700001,4,0
47,2016,1,28,3.25,2.25,4,1,0,4,4.6700001,3.3,0,3.5,3,3.25,3.6700001,0,2.1999998,4,5,0
48,2014,1,1,4.5,4.5,3.3299999,0,1,5,2.6700001,2.4000001,0,,,,,,,,,
48,2015,1,2,4.75,3.5,3,0,2.4000001,4.6700001,3.6700001,2.8,0,4.5,2,4.5,3.3299999,0,1,5,2.6700001,0
48,2016,1,3,3.25,3,3.3299999,0,1.8000002,4,3.6700001,2.8,1,4.75,2,3.5,3,0,2.4000001,4.6700001,3.6700001,0
51,2014,2,6,4.25,4,5,0,.73000002,3,1,5,1,,,,,,,,,
51,2015,2,7,5,4,4.3299999,1,2,3.3299999,2.3299999,3.5,1,4.25,4,4,5,0,.73000002,3,1,1
51,2016,2,8,4.75,4,5,14,.30000019,4,2,2.3,1,5,3,4,4.3299999,1,2,3.3299999,2.3299999,1
52,2014,1,10,4,4,4.3299999,0,1.0900002,3.6700001,3,2.7,1,,,,,,,,,
52,2015,1,11,4.75,3.5,4.3299999,11,2.3000002,4,5,2.0999999,1,4,2,4,4.3299999,0,1.0900002,3.6700001,3,1
52,2016,1,12,3.25,4.5,3.6700001,0,1,4.6700001,3.6700001,2,1,4.75,2,3.5,4.3299999,11,2.3000002,4,5,1
53,2014,2,4,3.75,4,3.6700001,4,1,3,1,4,1,,,,,,,,,
53,2015,2,5,4.25,3.75,3.6700001,0,2.4000001,2.6700001,2.6700001,4.3000002,1,3.75,4,4,3.6700001,4,1,3,1,1
53,2016,2,6,3.5,4,4.6700001,0,1,3,3,3.8,0,4.25,4,3.75,3.6700001,0,2.4000001,2.6700001,2.6700001,1
54,2014,1,2,4,4,4,3,1.27,3.6700001,2,5,1,,,,,,,,,
54,2015,1,3,3.25,4.5,4.6700001,1,1.1999998,4.3299999,3.3299999,2.8,1,4,4,4,4,3,1.27,3.6700001,2,1
54,2016,1,4,3,5,4.6700001,0,2,3.6700001,2.6700001,4.5,1,3.25,2,4.5,4.6700001,1,1.1999998,4.3299999,3.3299999,1
55,2014,2,5,3.25,3.75,4,0,1.27,3.6700001,2.6700001,4.6999998,1,,,,,,,,,
55,2015,2,6,3.25,3.25,3.3299999,14,1.1999998,3,5,4,0,3.25,4,3.75,4,0,1.27,3.6700001,2.6700001,1
55,2016,2,7,3,4,3.6700001,1,1.9000001,4,4.6700001,2.2,1,3.25,3,3.25,3.3299999,14,1.1999998,3,5,0
56,2014,2,7,2.5,3.25,3.3299999,2,1.5500002,4,3.3299999,5.3000002,1,,,,,,,,,
56,2015,2,8,1.75,3.5,3,0,1.5,3.3299999,4.5999999,3.2,1,2.5,5,3.25,3.3299999,2,1.5500002,4,3.3299999,1
56,2016,2,9,1.25,4.5,2.3299999,13,2.1999998,3.3299999,4,3.9000001,0,1.75,3,3.5,3,0,1.5,3.3299999,4.5999999,1
57,2014,2,28,2.75,3,4,10,2.5500002,4.6700001,4,3.4000001,1,,,,,,,,,
57,2015,2,29,2.75,3.5,4.6700001,0,1.3000002,3.3299999,5,4.8000002,1,2.75,3,3,4,10,2.5500002,4.6700001,4,1
57,2016,2,30,2.25,3.75,4.3299999,2,2.9000001,3.3299999,4.6700001,3.5,0,2.75,4,3.5,4.6700001,0,1.3000002,3.3299999,5,1
59,2014,1,3,1.5,3.5,3.6700001,0,2.0900002,4.3299999,4,2.5,1,,,,,,,,,
59,2015,1,4,2,4.5,4,2,.9000001,4.3299999,4.5999999,2.4000001,1,1.5,2,3.5,3.6700001,0,2.0900002,4.3299999,4,1
59,2016,1,5,2.5,4,3.3299999,2,2.4000001,4.6700001,4.3299999,2.9000001,1,2,2,4.5,4,2,.9000001,4.3299999,4.5999999,1
61,2014,1,8,3,3,3.6700001,0,2.3600001,4.3299999,3,3.5999999,1,,,,,,,,,
61,2015,1,9,3.75,2.75,3.6700001,0,1.1999998,5,5,4.5,1,3,3,3,3.6700001,0,2.3600001,4.3299999,3,1
61,2016,1,10,4.75,3.5,2.6700001,0,2.3000002,5.3299999,3.3299999,4.9000001,0,3.75,4,2.75,3.6700001,0,1.1999998,5,5,1
64,2014,1,1,4.25,4.5,5,0,.55000019,3,1,4.5999999,1,,,,,,,,,
64,2015,1,2,4.25,4.75,3.3299999,15,1.8000002,2.3299999,1.67,2.3,1,4.25,4,4.5,5,0,.55000019,3,1,1
64,2016,1,3,4.75,4.75,3.6700001,0,.099999905,3.6700001,2.3299999,3.5999999,0,4.25,2,4.75,3.3299999,15,1.8000002,2.3299999,1.67,1
66,2014,1,4,2,2.25,4,13,3.0899999,5.3299999,4,4,1,,,,,,,,,
66,2015,1,5,1.5,3.25,3.6700001,5,1.8000002,6,5,3.3,1,2,3,2.25,4,13,3.0899999,5.3299999,4,1
66,2016,1,6,1.75,2.75,3.3299999,0,2.1999998,5,4.6700001,4.3000002,1,1.5,3,3.25,3.6700001,5,1.8000002,6,5,1
68,2014,1,21,1.75,2,3,15,4.27,6,4,3.5999999,0,,,,,,,,,
68,2015,1,22,2.25,2,3,0,3.0999999,6,4.6700001,4,0,1.75,3,2,3,15,4.27,6,4,0
68,2016,1,23,2.5,2,3.3299999,0,4.9000001,6,4,3.8,0,2.25,3,2,3,0,3.0999999,6,4.6700001,0
71,2014,2,11,3.75,3.5,3,0,1,3.6700001,2,4.0999999,1,,,,,,,,,
71,2015,2,12,2.75,4.25,3,0,2.4000001,3,2.6700001,3.4000001,0,3.75,4,3.5,3,0,1,3.6700001,2,1
71,2016,2,13,3,4.75,2.3299999,0,.19999981,3.6700001,2,3.7,0,2.75,3,4.25,3,0,2.4000001,3,2.6700001,0
72,2014,1,13,3,3.25,3.3299999,0,1.5500002,3,2.3299999,1.6,0,,,,,,,,,
72,2015,1,14,3.25,3,2.6700001,0,.4000001,2,3.6700001,1.8,1,3,1,3.25,3.3299999,0,1.5500002,3,2.3299999,0
72,2016,1,15,3.5,2.25,2,1,2,3.6700001,4,2.5,1,3.25,1,3,2.6700001,0,.4000001,2,3.6700001,1
73,2014,2,12,3.5,3.5,2,0,2.0900002,4,4,2.7,1,,,,,,,,,
73,2015,2,13,3.75,3.75,2.3299999,0,1,4,3.6700001,2.5,1,3.5,2,3.5,2,0,2.0900002,4,4,1
73,2016,2,14,4,2.75,2,0,1.5999999,4,3.3299999,2.8,1,3.75,2,3.75,2.3299999,0,1,4,3.6700001,1
74,2014,1,2,2.25,3,2.6700001,0,2.8200002,4.6700001,3.6700001,3.3,0,,,,,,,,,
74,2015,1,3,1.75,4,3.6700001,18,1.5999999,3.6700001,4.3299999,2.4000001,1,2.25,3,3,2.6700001,0,2.8200002,4.6700001,3.6700001,0
74,2016,1,4,1.25,4.25,4.3299999,0,2.4000001,2.6700001,4,3.3,1,1.75,2,4,3.6700001,18,1.5999999,3.6700001,4.3299999,1
75,2014,2,21,2.5,2.75,4,1,2.9099998,5,4,4.0999999,1,,,,,,,,,
75,2015,2,22,3.5,3.5,3.6700001,13,1.9000001,4.6700001,5,4.4000001,1,2.5,4,2.75,4,1,2.9099998,5,4,1
75,2016,2,23,3.75,2.75,3.3299999,2,3.2,4,5,3.3,0,3.5,4,3.5,3.6700001,13,1.9000001,4.6700001,5,1
76,2014,1,2,3,3,3.3299999,0,2.0900002,4,2.6700001,4.5,1,,,,,,,,,
76,2015,1,3,2.5,2.75,4,0,1.0999999,4.3299999,3.6700001,3.7,0,3,4,3,3.3299999,0,2.0900002,4,2.6700001,1
76,2016,1,4,2,2.5,4.3299999,0,2,4.3299999,4.3299999,4.5,1,2.5,3,2.75,4,0,1.0999999,4.3299999,3.6700001,0
77,2014,1,4,3.25,3.5,3,0,1.8200002,3.6700001,2.3299999,3.3,0,,,,,,,,,
77,2015,1,5,3.75,4.5,3,0,1.6999998,3.6700001,4,2.2,1,3.25,3,3.5,3,0,1.8200002,3.6700001,2.3299999,0
77,2016,1,6,3.75,5,3,2,1.5999999,3.6700001,3.3299999,4.6999998,1,3.75,2,4.5,3,0,1.6999998,3.6700001,4,1
78,2014,2,6,3.75,3.5,4,0,1,4,3,5.4000001,1,,,,,,,,,
78,2015,2,7,3,4,4.3299999,7,2.3000002,4.3299999,4.3299999,3.9000001,0,3.75,5,3.5,4,0,1,4,3,1
78,2016,2,8,3.25,4.75,4.3299999,1,1.0999999,3.6700001,5,4.6999998,1,3,3,4,4.3299999,7,2.3000002,4.3299999,4.3299999,0
79,2014,1,10,2.25,3,4.6700001,6,3.27,6,3,3.4000001,0,,,,,,,,,
79,2015,1,11,2.5,3.75,5,0,2,5,5,2.9000001,1,2.25,3,3,4.6700001,6,3.27,6,3,0
79,2016,1,12,3.25,3.25,4.6700001,1,2.4000001,5.3299999,3.6700001,3.3,0,2.5,2,3.75,5,0,2,5,5,1
80,2014,1,7,2.5,3,4,3,2.8200002,4.3299999,2.6700001,4.3000002,0,,,,,,,,,
80,2015,1,8,3.25,3.75,5,2,1.5,4.6700001,3.9400001,3.9000001,0,2.5,4,3,4,3,2.8200002,4.3299999,2.6700001,0
80,2016,1,9,3.75,3.75,3.6700001,0,2.9000001,4.3299999,4.6700001,3.5,0,3.25,3,3.75,5,2,1.5,4.6700001,3.9400001,0
82,2014,2,4,3.25,3.5,3,12,2.5500002,4.6700001,4,3,0,,,,,,,,,
82,2015,2,5,4,3.25,3.6700001,2,1.3000002,4,4.3299999,3.4000001,0,3.25,3,3.5,3,12,2.5500002,4.6700001,4,0
82,2016,2,6,4.5,4.25,4.3299999,20,2,3,4,2.5999999,1,4,3,3.25,3.6700001,2,1.3000002,4,4.3299999,0
83,2014,1,15,2.75,3,4,33,2.73,4.6700001,3.3299999,3.5,0,,,,,,,,,
83,2015,1,16,2.25,2,4.3299999,0,1.6999998,4.6700001,4.6700001,3,1,2.75,3,3,4,33,2.73,4.6700001,3.3299999,0
83,2016,1,17,2,2.25,5,2,2.8000002,4.3299999,4.6700001,4.5,1,2.25,2,2,4.3299999,0,1.6999998,4.6700001,4.6700001,1
86,2014,1,1,3.25,3.5,4,0,1.6399999,3.3299999,3,3.9000001,0,,,,,,,,,
86,2015,1,2,3.5,3.75,5,10,.4000001,2.6700001,5,2.3,1,3.25,3,3.5,4,0,1.6399999,3.3299999,3,0
86,2016,1,3,4.25,4.25,3.3299999,0,2.4000001,3,4.6700001,3.9000001,0,3.5,2,3.75,5,10,.4000001,2.6700001,5,1
87,2014,1,1,3.75,3.75,3.6700001,0,2,4,2.6700001,3.4000001,1,,,,,,,,,
87,2015,1,2,3.75,4.5,3,1,1.9000001,3.6700001,3,3.0999999,0,3.75,3,3.75,3.6700001,0,2,4,2.6700001,1
87,2016,1,3,3,3.5,4,1,1.3000002,3.6700001,3.3299999,3.5999999,0,3.75,3,4.5,3,1,1.9000001,3.6700001,3,0
89,2014,1,3,3.5,2.75,4,0,2,5,3.6700001,4.5,1,,,,,,,,,
89,2015,1,4,2.5,3.5,4,1,.80000019,6,5,3.4000001,0,3.5,4,2.75,4,0,2,5,3.6700001,1
89,2016,1,5,2.5,3.75,4.3299999,1,2.4000001,4.6700001,4.6700001,5.5999999,1,2.5,3,3.5,4,1,.80000019,6,5,0
91,2014,1,5,2.5,3,3.3299999,0,3.45,4.6700001,1,4.5999999,1,,,,,,,,,
91,2015,1,6,3.25,3.5,4,2,2.4000001,3.3299999,2,2.7,0,2.5,4,3,3.3299999,0,3.45,4.6700001,1,1
91,2016,1,7,4.25,3.5,4.6700001,2,4.0999999,2.3299999,2.3299999,2.4000001,1,3.25,2,3.5,4,2,2.4000001,3.3299999,2,0
92,2014,1,1,4,4,5,0,1,3,3.6700001,4.8000002,1,,,,,,,,,
92,2015,1,2,4,3,5,0,2.3000002,4,4.6700001,3.2,0,4,4,4,5,0,1,3,3.6700001,1
92,2016,1,3,3.75,2.75,3.6700001,20,1.5999999,4,4.6700001,3.3,0,4,3,3,5,0,2.3000002,4,4.6700001,0
93,2014,1,21,2.25,3.75,3.3299999,0,3.3599999,4.6700001,4,5.6999998,1,,,,,,,,,
93,2015,1,22,1.75,4.75,4,0,2.1999998,4,5,4.6999998,1,2.25,5,3.75,3.3299999,0,3.3599999,4.6700001,4,1
93,2016,1,23,2.25,3.5,4.3299999,11,3.0999999,3.6700001,3.6700001,5,1,1.75,4,4.75,4,0,2.1999998,4,5,1
96,2014,2,6,3,4,4,0,3,3,4.6700001,4.9000001,1,,,,,,,,,
96,2015,2,7,3.75,3.25,3.6700001,0,1.8000002,3.6700001,3.3299999,3.2,1,3,4,4,4,0,3,3,4.6700001,1
96,2016,2,8,3,2.75,4,0,2.1999998,3,4,3.0999999,0,3.75,3,3.25,3.6700001,0,1.8000002,3.6700001,3.3299999,1
97,2014,2,2,4,4,4,0,.63999987,3,2,4.5,1,,,,,,,,,
97,2015,2,3,4.75,3.5,3.6700001,0,2.0999999,3.6700001,3.3299999,2.4000001,1,4,4,4,4,0,.63999987,3,2,1
97,2016,2,4,4.75,4.5,3.6700001,2,1.4000001,4,3.6700001,3,0,4.75,2,3.5,3.6700001,0,2.0999999,3.6700001,3.3299999,1
98,2014,1,7,4,3.5,4,0,1,3,2.6700001,2.5999999,0,,,,,,,,,
98,2015,1,8,4.75,3.75,4.6700001,16,1,3.6700001,3.6700001,2.5,1,4,2,3.5,4,0,1,3,2.6700001,0
98,2016,1,9,4.5,3,4,1,.69999981,3,4,3.5,0,4.75,2,3.75,4.6700001,16,1,3.6700001,3.6700001,1
99,2014,2,17,3,2.75,4,0,2.73,4.3299999,3.3299999,4.6999998,1,,,,,,,,,
99,2015,2,18,2.75,3,4.3299999,0,1.5999999,4,4.3299999,4.5999999,1,3,4,2.75,4,0,2.73,4.3299999,3.3299999,1
99,2016,2,19,2.75,4,3.6700001,0,2.9000001,3.6700001,5,2.3,0,2.75,4,3,4.3299999,0,1.5999999,4,4.3299999,1
101,2014,1,18,3.5,4.25,5,44,2.27,3,4,1.3,0,,,,,,,,,
101,2015,1,19,4,5,3.9400001,2,1.1999998,3.6700001,5,2.8,1,3.5,1,4.25,5,44,2.27,3,4,0
101,2016,1,20,4,3.25,5,0,2.8000002,4.3299999,3.6700001,2,0,4,2,5,3.9400001,2,1.1999998,3.6700001,5,1
