id,year,gender,jobtenure,pos,procjust,valuefit,sickdays,jobsat,distjust,jobstrain,perf,training,pos_l1,perf_l1,procjust_l1,valuefit_l1,sickdays_l1,jobsat_l1,distjust_l1,jobstrain_l1,training_l1
469,2015,1,15,4.25,4,2,8,1.1999998,3.6700001,4.3299999,3.0999999,0,3.5,4,3,3,,1.3600001,4,2,1
469,2016,1,16,4.25,4,1.33,0,1.1999998,3.3299999,4.3299999,3,1,4.25,3,4,2,8,1.1999998,3.6700001,4.3299999,0
470,2014,1,1,4,2.75,4,,.73000002,4.6700001,1,3.9000001,0,,,,,,,,,
470,2015,1,2,3.25,2.75,3.3299999,1,2.1999998,4.3299999,5,1.7,0,4,3,2.75,4,,.73000002,4.6700001,1,0
470,2016,1,3,3.75,2.25,2.6700001,5,1,4.3299999,5,1.5,0,3.25,1,2.75,3.3299999,1,2.1999998,4.3299999,5,0
471,2014,1,15,2.25,3,4,,3.3599999,4.6700001,1.67,3.2,0,,,,,,,,,
471,2015,1,16,3.25,3.5,3.3299999,0,2.0999999,5,3.3299999,3.0999999,1,2.25,3,3,4,,3.3599999,4.6700001,1.67,0
471,2016,1,17,3.75,2.75,4,0,2.9000001,4.3299999,3.6700001,3.7,0,3.25,3,3.5,3.3299999,0,2.0999999,5,3.3299999,1
472,2014,1,2,3,2,4.3299999,,2.5500002,5.6700001,4,4,0,,,,,,,,,
472,2015,1,3,3.25,1.25,4,8,1.4000001,4.3299999,3.6700001,3.7,0,3,3,2,4.3299999,,2.5500002,5.6700001,4,0
472,2016,1,4,2.75,1.75,3.6700001,0,3,3.3299999,3.3299999,4.3000002,1,3.25,3,1.25,4,8,1.4000001,4.3299999,3.6700001,0
473,2014,1,5,3.25,3,4.6700001,,3,4,2,4.9000001,1,,,,,,,,,
473,2015,1,6,3.5,3,3.6700001,2,1.6999998,4.3299999,2.3299999,3.8,1,3.25,4,3,4.6700001,,3,4,2,1
473,2016,1,7,3,3.75,3.3299999,0,3.7,3.6700001,2.6700001,2.0999999,1,3.5,3,3,3.6700001,2,1.6999998,4.3299999,2.3299999,1
474,2014,1,5,3.75,3.5,3,,1.3600001,3.3299999,1.67,5.1999998,1,,,,,,,,,
474,2015,1,6,4,3.5,3.3299999,1,1.3000002,3,4.5999999,4.5999999,1,3.75,5,3.5,3,,1.3600001,3.3299999,1.67,1
474,2016,1,7,4.5,3.5,2.6700001,1,1.5,2.3299999,4.3299999,2.8,1,4,4,3.5,3.3299999,1,1.3000002,3,4.5999999,1
475,2014,1,3,3.5,3,4,,1.5500002,3.6700001,3,4.5999999,1,,,,,,,,,
475,2015,1,4,4,2.5,3.6700001,2,1.5,3.6700001,5,5,0,3.5,4,3,4,,1.5500002,3.6700001,3,1
475,2016,1,5,3.5,2.75,3.6700001,6,2.3000002,2.6700001,5,4.8000002,1,4,5,2.5,3.6700001,2,1.5,3.6700001,5,0
476,2014,1,25,3,3,3,,1.5500002,4,3,4.6999998,1,,,,,,,,,
476,2015,1,26,2.75,3.25,2.3299999,0,.30000019,3.6700001,4,3.3,1,3,4,3,3,,1.5500002,4,3,1
476,2016,1,27,3.5,4.25,2,0,1.6999998,4.3299999,4.3299999,3.7,0,2.75,3,3.25,2.3299999,0,.30000019,3.6700001,4,1
477,2014,1,1,3.75,2.75,4,,1.6399999,3,2.3299999,4.4000001,1,,,,,,,,,
477,2015,1,2,3.5,2.25,4,0,.4000001,4,3,4.1999998,1,3.75,4,2.75,4,,1.6399999,3,2.3299999,1
477,2016,1,3,3,2.5,5,0,.80000019,3.3299999,2.6700001,3.4000001,0,3.5,4,2.25,4,0,.4000001,4,3,1
478,2014,1,2,4,4,4.3299999,,1.0900002,3,1.67,5.6999998,0,,,,,,,,,
478,2015,1,3,4.25,4,4.3299999,0,1,2,3.9400001,2,1,4,5,4,4.3299999,,1.0900002,3,1.67,0
478,2016,1,4,4.25,4,3.3299999,0,1.5999999,3.3299999,4.3299999,3.4000001,0,4.25,2,4,4.3299999,0,1,2,3.9400001,1
479,2014,2,8,3.75,4,3.6700001,,1.0900002,3,2,4.8000002,1,,,,,,,,,
479,2015,2,9,3.5,3.25,3.3299999,0,2.4000001,4,4,3,0,3.75,4,4,3.6700001,,1.0900002,3,2,1
479,2016,2,10,4.25,4.25,3.6700001,0,1.3000002,3.3299999,3.6700001,3.0999999,1,3.5,3,3.25,3.3299999,0,2.4000001,4,4,0
480,2014,2,17,3,3,3.3299999,,3.3599999,4,3.6700001,5.4000001,0,,,,,,,,,
480,2015,2,18,2.5,2.75,2.6700001,0,2.1999998,3,5,4.0999999,1,3,5,3,3.3299999,,3.3599999,4,3.6700001,0
480,2016,2,19,2.25,3.75,1.67,1,3.4000001,3.6700001,3.3299999,4.3000002,1,2.5,4,2.75,2.6700001,0,2.1999998,3,5,1
481,2014,2,1,3,3.25,4,,3.27,3,4,3.0999999,0,,,,,,,,,
481,2015,2,2,3.75,3.25,3,16,2.0999999,3.6700001,5,3.5,0,3,3,3.25,4,,3.27,3,4,0
481,2016,2,3,3.25,3.5,3.6700001,0,2.5999999,4,4.6700001,3.0999999,1,3.75,3,3.25,3,16,2.0999999,3.6700001,5,0
482,2014,1,3,3.5,3.5,4,,1.1799998,3,3.6700001,2.5999999,1,,,,,,,,,
482,2015,1,4,3,3.75,4,0,0,2.6700001,5,2.3,1,3.5,2,3.5,4,,1.1799998,3,3.6700001,1
482,2016,1,5,3.25,4,3.3299999,11,.69999981,3.3299999,4.6700001,2,1,3,2,3.75,4,0,0,2.6700001,5,1
483,2014,1,24,3.75,4,4,,1.4499998,3.3299999,2.6700001,6,0,,,,,,,,,
483,2015,1,25,4.5,3.75,4.6700001,1,.30000019,3.3299999,2.3299999,2.5999999,1,3.75,5,4,4,,1.4499998,3.3299999,2.6700001,0
483,2016,1,26,5,4.5,4.6700001,1,1.1999998,2.6700001,2,2.7,1,4.5,2,3.75,4.6700001,1,.30000019,3.3299999,2.3299999,1
484,2014,1,5,3.25,3,3.6700001,,2.0900002,4,2.3299999,3.5,0,,,,,,,,,
484,2015,1,6,2.25,3.25,4,18,.9000001,3,3.9400001,2.3,1,3.25,3,3,3.6700001,,2.0900002,4,2.3299999,0
484,2016,1,7,2.75,2.75,4,1,1.5999999,2.3299999,4,2.2,1,2.25,2,3.25,4,18,.9000001,3,3.9400001,1
485,2014,1,2,4,4,4,,.90999985,3,2,2.7,1,,,,,,,,,
485,2015,1,3,3,3.25,3.6700001,0,2.3000002,3,4,2.2,0,4,2,4,4,,.90999985,3,2,1
485,2016,1,4,3,3,3.6700001,2,.69999981,2.6700001,4,1,0,3,2,3.25,3.6700001,0,2.3000002,3,4,0
486,2014,1,5,3.5,4,3.6700001,,1,3,2,3.0999999,1,,,,,,,,,
486,2015,1,6,3.5,5,3,6,2.3000002,2.3299999,2.3299999,3.4000001,1,3.5,3,4,3.6700001,,1,3,2,1
486,2016,1,7,3,4.25,2.6700001,1,.5999999,2,3,3.4000001,1,3.5,3,5,3,6,2.3000002,2.3299999,2.3299999,1
487,2014,1,22,3.5,4,4.6700001,,2.9099998,3,3,4.8000002,1,,,,,,,,,
487,2015,1,23,4.5,3.75,5,4,1.8000002,3.3299999,5,4.9000001,1,3.5,4,4,4.6700001,,2.9099998,3,3,1
487,2016,1,24,4.75,3,4.3299999,0,3.4000001,3.6700001,3.6700001,5.4000001,1,4.5,4,3.75,5,4,1.8000002,3.3299999,5,1
488,2014,1,30,3,3,3,,1.4499998,4.6700001,2.3299999,4.9000001,1,,,,,,,,,
488,2015,1,31,3.5,3,3.3299999,2,1.4000001,4.6700001,5,5.5999999,0,3,4,3,3,,1.4499998,4.6700001,2.3299999,1
488,2016,1,32,3.75,2,4,0,1.3000002,3.6700001,3.3299999,4.0999999,1,3.5,5,3,3.3299999,2,1.4000001,4.6700001,5,0
489,2014,1,1,3.75,3.5,4,,2.3600001,4,2,4.3000002,1,,,,,,,,,
489,2015,1,2,4.25,4.25,4,0,1.1999998,4.6700001,5,4.8000002,1,3.75,4,3.5,4,,2.3600001,4,2,1
489,2016,1,3,4,3.75,4,0,3.0999999,4,3.3299999,4,0,4.25,4,4.25,4,0,1.1999998,4.6700001,5,1
491,2014,1,3,4.25,4.25,4,,.63999987,3.3299999,2,4.6999998,1,,,,,,,,,
491,2015,1,4,3.5,4.75,5,2,2,4,3.3299999,2.5,1,4.25,4,4.25,4,,.63999987,3.3299999,2,1
491,2016,1,5,4,4.25,4.3299999,4,.30000019,3.6700001,3,4.4000001,1,3.5,2,4.75,5,2,2,4,3.3299999,1
492,2014,1,1,4,3.25,3,,1,4,3.3299999,3.7,0,,,,,,,,,
492,2015,1,2,5,3.75,2.6700001,0,2.4000001,5,3,3.5999999,0,4,3,3.25,3,,1,4,3.3299999,0
492,2016,1,3,5,3.25,2.3299999,0,.9000001,5.6700001,2.6700001,4.5999999,1,5,3,3.75,2.6700001,0,2.4000001,5,3,0
493,2014,1,28,3.75,4,4,,1.4499998,3,2,3.5,0,,,,,,,,,
493,2015,1,29,3.5,3.5,4.6700001,28,.19999981,2.3299999,3.6700001,3.4000001,0,3.75,3,4,4,,1.4499998,3,2,0
493,2016,1,30,3.75,3.5,4.3299999,0,1.5,3.3299999,4,3.4000001,0,3.5,3,3.5,4.6700001,28,.19999981,2.3299999,3.6700001,0
494,2014,1,2,4,4,4.3299999,,.63999987,3,1,2.8,1,,,,,,,,,
494,2015,1,3,4,3.75,5,1,1.9000001,2.3299999,4.3299999,2,0,4,2,4,4.3299999,,.63999987,3,1,1
494,2016,1,4,3.25,4.25,3.6700001,9,1.3000002,2.3299999,5,1.3,1,4,1,3.75,5,1,1.9000001,2.3299999,4.3299999,0
